10.18.128.3,5.184333333333334
199.104.93.21,8.360333333333333
140.197.253.138,7.075666666666667
140.197.252.85,7.230999999999999
140.197.252.43,7.924666666666667
140.197.248.79,7.360666666666667
68.87.170.65,8.147999999999998
10.18.128.3,25.293999999999997
199.104.93.21,5.743666666666667
140.197.253.138,5.715333333333334
140.197.252.85,7.251666666666666
140.197.252.43,7.239666666666667
140.197.248.79,7.9576666666666656
68.87.170.65,10.510333333333334
10.18.128.3,5.861666666666667
155.99.130.77,4.286666666666666
199.104.93.21,5.773333333333333
140.197.253.138,6.680333333333334
140.197.252.85,8.023333333333333
140.197.252.43,80.078
140.197.248.79,10.181333333333333
68.87.170.65,15.439999999999998
